,episode,date,name_ja,opening_ja,dupe_number,day_order
519,509,2000-04-23,この一口に命をかけろ 賞金10万円争奪！ききカレー大会!!,まだ頭が痛い→インド人にビンタされた→山崎が泣いた→[ハガキ]飛行機が自動操縦になったら、パイロットは何をして過ごしているのですか？,1,2000-04-23-1.0
520,510,2000-04-30,第4回 ダウンタウンプレゼンツ 100万円争奪！春の大かくれんぼ大会!!この平和な時代にナポレオンが出現!?,明日吉本社長の就任のパーティーがある→行かなかったらクビになる→吉本は車の送り向かいをしろ→[ハガキ]おばさんはつまようじを使うとき手で口元を隠しますが、隠された手の中では何が行われているのですか？→松本さんは童謡のタイトルをすべて知っているそうですが、今から挙げる童謡のタイトルをすべて当ててみてください。「カラスなぜ鳴くの・・・」「うさぎ追いしかの山・・・」「春のうららの隅田川・・・」,1,2000-04-30-1.0
521,511,2000-05-07,検証 大沼朗裕ドケチ疑惑事件3,なし,1,2000-05-07-1.0
522,512,2000-05-14,ココリコ遠藤 尾行大作戦!!,ドラマでしんどい→前髪があるような気がする→靴ぐらい履きいな→格闘技中継で勝手に撮られてることに腹が立つ→1試合だけ見て個室に移動したはずなのに、2試合目以降にも俺が映っている→辰吉の試合でもスーパー入りで映った→[ハガキ]150キロのボールが頭に当たったときの応急処置について教えてください,1,2000-05-14-1.0
523,513,2000-05-21,第5回 チャーシューメンはどこまでチャーシューメンなのか!?チャーシューメンの限界に迫る!!,この間アホを見た→スープバーでひたひたになるまでいれてるやつ→朝立ちがなくなってきた→二人とも同じくらいおっさん臭い→ココリコにどちらが臭いか嗅いでもらう→出囃子の松ちゃんbabyはもう潮時だと思います。ぜひ新しい出囃子をお願いします→松本さんの森進一のモノマネは、誰のモノマネよりもおもしろく、そして新しいと聞きました。皆の想像を超える森進一のモノマネをお願いします,1,2000-05-21-1.0
524,514,2000-05-28,※板尾現る!! 板尾の嫁とレギュラー争奪対決,なし,1,2000-05-28-1.0
525,515,2000-06-04,全編トーク,完成度が高い新しい出囃子→今までの出囃子を鼻歌シリーズとして発売したい→ドラマの収録で漢字を読み間違えた→眉間をこかんと読む→ドラマが終わったら羽目外す→ハードゲイになる→松本が考える、戦争がないとゲイが増えるという説→戦争がないと男の強さを強調できないので、女が強くなる→[ハガキ]松本さんは天狗の鼻掴んだことがあると聞きました。いったいどんな感触でしたか？→スチュワーデスはテロリストに襲われた時などのために、どんな訓練をしているのですか？→なぜお医者さんは聴診器をお腹にあてて聞いた後、背中にも当てて聞くのですか？,1,2000-06-04-1.0
526,516,2000-06-11,浜田チームVS松本チーム お笑い芸人・ドラフトハイテンションバトル!!,なし,1,2000-06-11-1.0
527,517,2000-06-18,第6回 芸能人釣り選手権!!,なし,1,2000-06-18-1.0
528,518,2000-07-02,全編トーク,この出囃子も長い→心ここにあらずな客がいる→ドラマが忙しい→どこかに行きたくても「ガキ」があるから休めない→休めないのは昔のいいともと同じ→ダウンタウンが各々いいともを休んだ時の話→収録終えて早く帰りたい→[ハガキ]喧嘩８００戦無敗の松本さんに質問です。相手に後ろを取られたらどうしたらいいですか？→喫茶店などでトイレに行ったとき、ウンコじゃなかったように見せかけるにはどうすればいいですか？→赤ちゃんが急に泣く理由を解明してください→「黒ひげ危機一発」ゲームで、黒ひげが飛び出した瞬間のプロのリアクションを教えてください,1,2000-07-02-1.0
529,519,2000-07-09,新婚さんいらっしゃ〜い!!（藤原マネージャー夫婦が登場）,なし,1,2000-07-09-1.0
530,520,2000-07-16,ビビリは人をビビらすことができるのか?!本日開演 世界のヘイポーお化け屋敷!!,出囃子をちょっと短くした→ロンブーの亮が両腕骨折したらしい→両腕骨折したら何もできない→ウンコしても己が便座みたいな状態→吉本は送り向かいをせい→[ハガキ]競技後のドーピング検査に絶対引っかからない方法を教えてください→よくニュースの映像で鹿の角がノコギリで切られていますが、人間に例えて鹿の気持ちを教えてくだい,1,2000-07-16-1.0
531,521,2000-07-23,前人未到 松本人志が2m50cmに挑む!!（走り高跳び）,やっと梅雨明けが終わる→梅雨明けが終わる？→飛行機での禁煙→空港でも吸えない→空港にはタバコとライターが売っている→まず飛行機の酒を止めさせろ→[ハガキ]松本さんは子供の頃、かくれんぼで４年間見つからなかった経験をお持ちだそうですが、いったいどこに隠れていたのですか？,1,2000-07-23-1.0
532,522,2000-07-30,山崎邦正VSモリマン 今世紀最後のスーパーファイナルリベンジマッチ!!（前編）,なし,1,2000-07-30-1.0
533,523,2000-08-06,山崎邦正VSモリマン 今世紀最後のスーパーファイナルリベンジマッチ!!（後編）,プールに行ってきた松本→ホテルの高いプールに行ってきた→後輩と二人でプールに行って３万かかった→バランスの合わないカレーに一番腹が立った→変なところでケチ→車とかは平気で買えてしまう→貧乏人だから大きい買い物は訳分からなくなる→[ハガキ]少し前に半漁人を捕まえました。半魚人の飼育方法を教えてください→まわしをつけているおすもうさんは、トイレでどうやって用を足しているのですか？,1,2000-08-06-1.0
534,524,2000-08-13,この一口に命をかけろ 賞金10万円争奪！ききビール大会!!,(※未公開トーク)[ハガキ]いくら強いヒクソン・グレイシーにも弱点があると思います。その弱点を教えてください→円盤投げの選手は、何がきっかけで自分が円盤投げに向いていると思ったのですか？,1,2000-08-13-1.0
535,525,2000-08-20,前人未到3回宙返り 松本人志が跳馬10点満点に挑む!!,浜田の母校が高校野球に出た→肉を送ろうと思ったけど断られた→結局スポーツドリンクを送った→[ハガキ]松本さんの家にある扇風機は、３０万もする高級な物らしいですが、普通の扇風機とどこが違うのですか？→もしもウンコを毎回拭かずにいたら、いったいどうなってしまうのですか？,1,2000-08-20-1.0
536,526,2000-08-27,第10回 大喜利大合戦!!（前編）,なし,1,2000-08-27-1.0
537,527,2000-09-03,第10回 大喜利大合戦!!（後編）,なし,1,2000-09-03-1.0
538,528,2000-09-10,全編トーク,久しぶりのシアターVアカサカ→サイパンに行ってきた松本→サイパンは幽霊が出るという噂がある→浜田の知り合いの知り合いが、女性と部屋に入る松本を見かけた→相方に恋を潰される筋合いはどこにも無い→繋がった。サイパンやっぱり出る→サイパンでセスナに乗った→セスナのパイロットが、レイバンをかけたシワッシワッのおばあちゃんだった→パイロットらしいのはレイバンだけ→手はシミだらけ→案内をしてくれたパシッとした黒人の男が操縦してくれると思っていたら、乗るときにおばあちゃんと入れ替わった→ありのままぶっちゃけトークをしようか？→ありのままを言ってもおもしろくないし、生々しいだけ→着いた日に一人やったさ→[ハガキ]マウントを取られたらどうすればいいか教えてください→耳かきを使った健康法を教えてください,1,2000-09-10-1.0
539,529,2000-09-17,緊急企画イチャモン板尾尾行マル秘大作戦,ココリコの前説は渇いた笑いだった→袖口からオーラがしとどに出てる→日本はよく雨が降る→梅雨以外は降っちゃいけない→秋の長雨というのもある→巨人優勝間近→今年は巨人ファンになると春先に言った→今は気持を抑えているが、本当はすごく興奮している→[ハガキ]松本さんは少年時代、３度だけ気を失ったことがあると聞きましたが、どんな状況で気を失ったのかくわしく教えてください→虫は死ぬとなぜコロリと上をむくのですか？,1,2000-09-17-1.0
